,Property Link,Date,Review Rating,Review Tagline,Comments
13,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Feb 25, 2018",3/5,Clean but lacking,"The master bed is very soft and not supportive. If you’re used to a supportive mattress this won’t be comfortable for you.

The kitchen is not well stocked. Minimal supplies- the reason we rent condos on vacation is so that we can do some cooking rather than eating out all of the time. It only had one frying pan (which was dirty before I used it the first time) and minimal cooking utensils. No cheese grater, bad knives, tiny coffee cups, etc. If you plan to eat every meal out this will be fine for you.

Also the unit is a corner unit which is nice but it is right next to the trash chute which is very noisy in the mornings as people are taking out their trash. Overall it wasn’t too loud but the trash chute was a little annoying.

"
14,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Feb 7, 2018",5/5,Amazing view! Amazing accommodations!,"Perfect place to stay in downtown Austin area. The view is worth every penny alone, but the accommodations are more than satisfying, as well.

"
15,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Jan 29, 2018",5/5,Amazing place in a great location,"I was very happy with the place. Nicely set up, new, luxurious, comfortable, great facilities, good location, etc. I'll certainly book this again when I'm in Austin next time.

"
16,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Nov 16, 2017",5/5,"Comfy, Cozy, Incredible view!","We loved our stay in the Lux Haus unit 1710. Security in the building was great, and the lobby area was gorgeous and free daily gourmet coffee and ice if needed :). The bedrooms are spacious and the baths and amenities are very nice... tons of closet space, 2 balcony views, can see Colorado River near Congress Bridge. Great Location for downtown and Zilker Park and riverwalks. I would love to stay here again. And the owner is easily accessible and quick to respond to needs.

"
17,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Aug 14, 2017",5/5,Great location,"Enjoyed three nights here with my family. Very much enjoyed it. Great location to all the activities on South Congress as well as easy to get downtown. Walking distance to the Bats, Yeti store, etc. Kids like the building pool, and we also went to the top floor terrace to view the sunset (called the penthouse).

"
18,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Aug 6, 2017",4/5,Austin skyview,"Very nice, great location. Everything was easy to use. Enjoyed all.

"
19,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Jul 16, 2017",4/5,"The place was great! My family and I had a super time!! Beautiful, central location.","The place has everything you need. Except a broom. Nobody wants to clean or sweep while on vacation but we were there for 6 days and the beautiful dark wood floors needed a sweep. Other than that great location. Great buolding/pool/lounge/gym. Our stay was fantastic.

"
20,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Apr 23, 2017",4/5,"Great location and view , very nice and comfortable.","The aparment was very nice decorated with a view to lake austin ... just a block away of

Soco . easy to acces ...

"
21,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,"Apr 17, 2017",4/5,Outstanding Austin location convenient to all that is hip and happening,"Nice and comfortable 2 bedroom unit with great balconies and comanding views of Austin. Conveniently located so you can comfortably walk to Austin's attractions, restaurants and parks. Great pool and outdoor cooking area to support any desire to entertain while you are visiting. We had 4 adults staying and entertained a total party of 7 over the Easter weekend. Being a relatively new unit in the rental rotation, I make the following comments that could enhance the overall experience: (1) Assure that there are enough glasses and plates to accomodate residents and guests, (2) it would be helpful if the unit had a stock of paper towels, (3) assure TVs in all rooms are properly functioning before guest arrival, (4) consider an higher quality mattress choice for the master bedroom and (5) install some outdoor seating to more thoroughly enjoy the unit's balconies. All said, it was an great experience and we would recommend the property for guests visiting Austin looking for an alternative to the areas hotels.

"
22,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Sep 16, 2018",5/5,Beautiful! A perfect weekend getaway.,"This weekend was above and beyond my wildest expectations. The minute I opened the door, I knew it was going to be a great time. It was my turn to host our Reunion Weekend. The apartment is spacious, clean, and has a breathtaking view of downtown Austin. Whether we were sipping coffee on the balcony in the morning, having a cocktail at the Sky Bar, or just relaxing in the living room looking at the skyline....it was fantastic. The Catherine is walking distance to restaurants, hiking and biking paths, kayak rentals, and a grocery store is only a few blocks away. Definitely looking forward to returning.

"
23,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jul 28, 2018",5/5,Beautiful upscale with unparalleled views of the city,"The apartment was clean, spacious and beautifully furnished. We enjoyed our stay.

"
24,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jul 26, 2018",5/5,Second time staying here...,"Beautiful place, phenomenal views and Lux Haus is great to deal with. One of the better places & experiences that we've had.

"
25,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jul 11, 2018",5/5,Beautiful Place,"We loved our stay at The Lux. The place was beautiful and very spacious. The beds were super comfortable. Beautiful views of the city. Close to downtown. Great communication with the property manager. The only complaint I had, for a gourmet kitchen, there's hardly any kitchen tools/supplies (I couldn't even find a cutting board!). Other than that, the place is perfect. I will definitely stay at The Lux again.

"
26,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jul 8, 2018",4/5,Great Location! Comfortable and Clean!,"Our stay at the Lux Haus was perfect for our girls weekend! We were able to walk most places. We utilized the sky bar for our evening night cap, which had a beautiful view of the city. The amenities at the complex were great. The beds were really comfortable as well! Would stay here again.

"
27,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jun 22, 2018",5/5,Great property in great location.,"Loved the place! It was beautifully furnished and had a wonderfully spacious kitchen. Views of Town Lake were amazing. The pool was perfect. My kids loved it!

"
28,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jun 17, 2018",5/5,This was the perfect place for my family to get together in Austin.,"It’s centrally located and the amenities were fantastic.

"
29,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jun 11, 2018",5/5,Beautiful Condo and Amenities,"Plenty of room to get ready with two bathrooms that had long double sinks and multiple showers. Pool is great and building is beautiful. We rented this for a small bachelorette party of 5 girls and it was perfect.

"
30,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"May 27, 2018",5/5,Great,"We stayed here for a work conference and it was great! It was clean, tastefully decorated and gave us gorgeous views of the city. The beds were super comfortable and the bathrooms had plenty of towels and all we needed. I would highly recommend staying here!

"
31,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"May 25, 2018",5/5,"Great location, beautiful views","We had a great experience! We loved being close to many attractions. The unit looked just like the pictures and our host was very responsive even on a Sunday.

"
32,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"May 22, 2018",5/5,Perfectplace,"Our trip was made that much better by our stay. The condo was a perfect fit for our family, the number of bedrooms, the number of bathrooms and the spacious living room - kitchen space. Not to mention the location, close to all of Austin’s hotspots!

I do have a few observations that in no way had any negative impact on our stay, however you should know that the coffee table wheels are loose and I believe even missing some bolts. Also seeing that there is room for at least 6 adults more glasses would have been helpful and perhaps there should be a review of what items are in the kitchen. Lastly, they only left us one extra trash bag, we could have used 1 or 2 more. Again none of this had any real impact but I thought I would mention it.

The pool was excellent. The rooftop lounge was great.

Again Perfect Place For Us

"
33,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"May 6, 2018",4/5,Great location!,"It was a great location. Plenty of room for us. We liked the pool and rooftop. Only negatives were the lack of toilet paper, how loud it was inside the condo- and especially the largest bedroom- when there was outdoor music- and lack of cups/mugs/glasses. Thanks!

"
34,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"May 3, 2018",5/5,Fantastic views,"Great location with hotel amenities. Would have appreciated some paper towels for the kitchen area, but made it work.

"
35,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Apr 23, 2018",4/5,Very nice,"Ran out of toilet paper and the water pressure was very low. The kitchen sick leaked.

"
36,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Mar 23, 2018",4/5,Great place for an Austin getaway,"The unit is nicely furnished with a great view across Town Lake of downtown Austin. The beds are very comfortable and the blackout curtains really help. The location is central and its easy to walk to many sites.

"
37,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Feb 9, 2018",4/5,"Central Location, Comfortable Stay","The apartment has a beautiful view of downtown and the river. The towels and bedding provided were very nice quality but the selection and quantity of the dishes was a little lacking. One of the bedrooms does not have any windows and has a sliding door that opens directly out to the kitchen. The pool was not heated.

"
38,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Jan 30, 2018",5/5,Amazing Location,"Simply the best place to stay. Clean. Easy to get to. Extremely nice.

"
39,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Nov 20, 2017",5/5,Fantastic,"Great location. Clean, funky, spacious with lots of amenities in the building.

"
40,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Oct 12, 2017",5/5,Fantastic!,"Every detail was covered

"
41,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,"Apr 21, 2017",5/5,Luxurious,"Beautiful big living space, luxurious baths and a great outdoor pool area

"
42,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Sep 7, 2018",3/5,Great location but saggy mattress & no WiFi/TV for a week!,"Need to replace saggy mattress, and fix no WiFi or TV for a week. Otherwise great location, building, amenities, and helpful staff. This shouldn't be listed as a luxury rental!

"
43,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Jul 9, 2018",3/5,Awesome location!,"Complex is very nice and well maintained. Bed was squeaky and very uncomfortable, definitely needs updating!! Unit could use more towels and wash cloths.

"
44,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Jul 1, 2018",5/5,Clean and high class,"Great place for 2. Wonderful building. The pool was amazing and the sky lounge was an extra bonus!

"
45,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Apr 29, 2018",5/5,great stay,"We loved our stay here. It was very close to down town and well kept. The complex has a pool too which was nice. I would come back!

"
46,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Feb 9, 2018",5/5,Gorgeous place!,"Great place to stay for one person for sure. Well set up and easy to spend time in.

"
47,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Sep 23, 2017",4/5,"Great rental, except for the squeaky bed","The location and quality was great. Beautiful place but the bed could use an update.

"
48,https://www.homeaway.com/vacation-rental/p1006017vb#reviews,"Jul 5, 2017",5/5,Fantastic apartment in a PRIME location!,"My husband and I stayed in this apartment for a 2 night getaway. The apartment was centrally located and was well equipped from towels for the pool to kitchen equipment.

The only 2 things that could have been addressed are the lightbulb to the left of the bathroom mirror needed to be replaced, and the door handle to the balcony was difficult to maneuver and came off in my hand several times.

Overall, a wonderful stay! Will definitely stay there again!

"
49,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Oct 2, 2018",3/5,"Clean and neat, but could use some updating","The apartment was pretty clean and well arranged. The location was fantastic and close to everything. A couple things of note. I had a hard time parking because the spaces are not labeled well and there are no lines. The couch is showing a lot of wear and the apartment is in need of some trim, caulk and paint work. The pillows are too soft for my liking.

"
50,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Aug 21, 2018",5/5,Left my heart in Austin,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Perfect place, very comfortable, close to everything. Definitely will be renting it again next year. Thank you

"
51,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Aug 21, 2018",5/5,Location. Location. Location!,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Apartment location is great: walked next door to Z'Tejas for dinner, easy walk to lake for early morning runs, able to stop back on way to apartment for coffee and muffins at Whole Foods, walked to buy cd's at Waterloo, walked to lunch at The Grove. When we couldn't walk we planned our activities carefully so we weren't trying to cross lake wrong way during rush hour, but managed that just fine. Easy drives to both Barton Springs and Deep Eddy for swimming and to both Uchi and Odd Duck on S. Lamar, and Vespaio on S. Congress for dinner. Beyond its location, the apartment itself was very comfortable and clean. Love how it is nestled into the hillside and trees. Management was very responsive to the only concern I had (couldn't initially connect to WiFi). Bed was comfortable and all appliances in good working order (and better than what we have at home). Highly recommended.

"
52,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"May 23, 2018",5/5,"Great, location hideaway","Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Very nice place. Very clean and well equipped. Note the dishwasher would not start whne we left and needs attention.

"
53,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Feb 7, 2018",3/5,Great location,"Convenient to shopping and restaurants, this updated apartment is a great choice for an Austin stay. The bed is comfortable and the master bathroom and kitchen are updated nicely. We had a few issues with appliances, but they were addressed quickly by Turnkey.

"
54,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Dec 24, 2017",1/5,Loud and Uncomfortable,"Rating Details:

The property manager was somewhat unhelpful.

The vacation rental was clean.

I was very happy with the location.

I was somewhat dissatisfied with the condition of the vacation rental.

Overall, I do not recommend this vacation rental.

Reviewer Comments:

Good: The condo had a great location, was very spacious and the kitchen provided some nice amenities. Bad: The mattress was very stiff, the linens did not smell clean and and there was construction being done on the adjoining condo at 8am which was so loud you could feel the banging and drilling from the bed.

"
55,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Dec 11, 2017",5/5,Nice place!,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Great location and very quiet area. Would definitely recommend!

"
56,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Jul 12, 2017",4/5,Great Location!,"Rating Details:

The property manager was adequately helpful.

The vacation rental was very clean.

I was very happy with the location.

I was more than satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

We just returned from a six day stay at this property. It is in an absolute perfect location, far enough away from noise that can be Austin's 6th Street, but still close to the action. Overall it is a good property, but we did have a few issues. The kitchen is lacking some very rudimentary supplies. There is not pitcher, and when I called to ask about one, I was told it was not standard. When I then discovered that there was not a spatula, I did not even bother contacted the property management. When we originally checked in everything seemed to be very clean. However, that was at night, and when I saw the shower in daylight it definitely could have used a more thorough cleaning. The showerhead was also problematic because it was difficult to get it too stay in one place and at a position that would prevent water from leaking out onto the floor. The pillows in the master where very flimsy and provided no support. All of these issues are things that can be easily corrected and if they are then it will be a five star property.

"
57,https://www.homeaway.com/vacation-rental/p1006223vb#reviews,"Jul 6, 2017",5/5,Great stay,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Really good stay and good time!

"
58,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Sep 24, 2018",5/5,"Perfect location, delightful hosts!","Our hosts were very friendly and accommodating. The property is conveniently located and has a ton of charm!

"
59,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Sep 4, 2018",5/5,Fabulous Tiny House,"The Tiny House was an absolute perfect get a way for my husband and I. The house is very cozy and very well decorated! It is within walking distance to South Congress. The house is impeccably clean, in a nice quiet area and felt like home. The king bed was amazingly comfortable! Kathy and Ed made us feel very welcomed and we look forward to staying in the Tiny House again.

"
60,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Jul 1, 2018",5/5,Romantic cottage,"Lovely place! Had all we needed.

Suggest getting washer/dryer,

Will return.

"
61,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Jun 9, 2018",5/5,Perfect Private Retreat in Travis Heights,"I was staying in Austin on business for 6 days as a solo traveler. This place was perfect for me. It is beautifully designed, very clean, safe, and quiet. The bed and linens were high end. I look forward to staying at this little house again as soon as I am back in Austin!

"
62,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"May 30, 2018",5/5,Charming well designed home.,"This home is so well thought out and impeccably designed. The shower superb and bed was perfect. Kathy was kind and welcoming. The charm of the area is refreshing.

"
63,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Apr 30, 2018",5/5,Great location and such a clean and cute house,"Kathy and Ed were great! My husband and 2 dogs stayed at their little house and we enjoyed it very much. The house had enough space for us and the dogs and a small yard for them to run around in. The location was close to everything we wanted and the house was very clean! Would definitely recommend!

"
64,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Mar 7, 2018",5/5,Comfortable well built tiny house with touches of luxury,"Well located (Travis Heights neighborhood) separate ""tiny house"" on owner's property. Small but charmingly put together. Functional kitchen and LR on first floor, pretty bath and surprisingly spacious master with a KING bed and BOTH lots of light AND lots of privacy on second. Well appointed, especially linens which are luxurious. Everything spotless. Table and chairs outside if you want to catch some rays on premises. Only a $4 Uber to downtown and even closer to South Congress fun. Also close to boardwalk and easy access to 35.

"
65,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Feb 20, 2018",4/5,Nice - new - tiny -,"This is a very well built little house. We were in Austin to see our daughters run the Austin Marathon - one of our daughters lives not far away. So, we didn't spent a lot of time at the VRBO house. It was comfortable - except for the bedsheets. We don't like synthetic sheets -- too hot. Also, we thought it a bit pricey.

"
66,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Jan 5, 2018",5/5,Great Experience,"We really enjoyed staying at this house. Kathy made the stay very comfortable. The house is well equipped and the location is great.

Will definitely return!

"
67,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Nov 26, 2017",5/5,Lovely little house,"What a beautiful little house to stay in while visiting Austin. Very quiet and peaceful. Within walking distance to great shopping, dining and recreation.

"
68,https://www.homeaway.com/vacation-rental/p1010924vb#reviews,"Nov 14, 2017",5/5,Perfect location to experience downtown Austin!,"We had a wonderful stay at the Tiny House. The bed and linens were incredibly comfortable and luxurious as was the shower. Host was kind enough to have artisan coffee and creamer for us and even a bottle of wine. House was very clean and stocked with anything you might need. Location was as centrally located to downtown as you could ask for and just a short walk to all the South Congress hotspots. Host was super easy to get ahold of and very quick to reply with any questions or needs. Would highly recommend!

"
69,https://www.homeaway.com/vacation-rental/p1011584vb#reviews,"Mar 31, 2018",5/5,Great location,"This condo is in a great location. Easily walkable to Rainey St. and bike path, and close to downtown. The condo is clean and nicely decorated. The owner is very responsive to any inquiries we had.

"
70,https://www.homeaway.com/vacation-rental/p1011584vb#reviews,"Mar 1, 2018",5/5,Loved Ken’s place!,"Ken’s condo was perfect for our quick Austin getaway. We had four people and we felt right at home. His condo is hip and close to everything. He was very accomadating and was quick to help us with any questions.

"
71,https://www.homeaway.com/vacation-rental/p1011584vb#reviews,"Jan 15, 2018",5/5,"Great place, great location","Ken was very nice and it was a pleasure meeting him upon arrival. The condo was very clean and comfortable. Location is excellent and walkable. Thanks for letting us stay!

"
72,https://www.homeaway.com/vacation-rental/p1011584vb#reviews,"Nov 10, 2017",5/5,Great place to stay,"The condo is a great place to stay and is close to everything you want to do in downtown. We will stay there again.

"
73,https://www.homeaway.com/vacation-rental/p1011584vb#reviews,"Sep 22, 2017",5/5,Great place to stay and close walk to downtown!,"Ken is great and was very accommodating. The condo is very clean and spacious. Close to bars and restaurants. We will stay here again for our future trips to Austin.

"
74,https://www.homeaway.com/vacation-rental/p1014949vb#reviews,"Sep 15, 2017",5/5,Great House - Close to everything,"Comfortable, family home. Good Location. Nice neighborhood. Responsive owner. We'll definitely stay here again!

"
75,https://www.homeaway.com/vacation-rental/p1014949vb#reviews,"Jul 17, 2017",4/5,Was great!,"Overall it was great . Great location near stores freeways and parks .

"
76,https://www.homeaway.com/vacation-rental/p1014949vb#reviews,"Jun 16, 2017",5/5,"It was a great time staying in the house, location, comfort, safety, size...everything was perfect!","My family & I loved the house. We were really comfortable in the house & it was a great size for us all to hang out in. The location was excellent & the neighbourhood was safe. The landlord was very helpful & made it a perfect stay. I would definitely return & stay in this house again if I ever come back to Austin.

"
77,https://www.homeaway.com/vacation-rental/p1014949vb#reviews,"Apr 23, 2017",5/5,"We loved the house, it was great!","The house was very clean, had everything we needed and was lovely! The location is great as well, very easy to find and get to from downtown. Highly recommend it!

"
78,https://www.homeaway.com/vacation-rental/p1014949vb#reviews,"Apr 11, 2017",5/5,Thank you,"Fantastic house. Awesome location. Best Owner we've ever dealt with.

"
79,https://www.homeaway.com/vacation-rental/p1015422vb#reviews,"Sep 5, 2018",4/5,Excellent place and very close to Lake Travis,"We really enjoyed the property, big enough for family reunion. I would recommend it.

"
80,https://www.homeaway.com/vacation-rental/p1026403vb#reviews,"Aug 23, 2018",5/5,Great Stay,"Rating Details:

The property manager was very helpful.

The vacation rental was spotless.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

Clean, great location, would stay here again.

"
81,https://www.homeaway.com/vacation-rental/p1026403vb#reviews,"Aug 22, 2018",5/5,"Good place to stay, convenient location","Rating Details:

The property manager was very helpful.

The vacation rental was very clean.

I was very happy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

First impression was good, definitely liked the place and enjoyed staying there. Found a few dead cockroaches on the kitchen and bedroom floor but easily cleaned up. Also wasn't sure if there was laundry detergent provided or not, and couldn't find a basket or anything to carry clothes to the washer. Aside from that, easy to live in and good location for going out to popular attractions. The donkeys are very cute. Would stay again

"
82,https://www.homeaway.com/vacation-rental/p1026403vb#reviews,"Aug 21, 2018",2/5,"Lackluster location, terrible management company experience","Rating Details:

The property manager was very unhelpful.

The vacation rental was spotless.

I was somewhat unhappy with the location.

I was very satisfied with the condition of the vacation rental.

Overall, I do not recommend this vacation rental.

Reviewer Comments:

It's a 45min walk to get to the other side of the river. The interior is unique. The property is located in a sort of ""compound"" with stone walls around. The AC units are not enough to cope with the Texas heat. They have to run constantly to keep 76deg. That and the trains passing close at night is probably why they provide ear plugs at the bedside. I had to use the shower to clean the filter screen on the bedroom AC unit, it looked like it hadn't been rinsed in a year. Laundry on site is a nice perk. The donkeys on the property are cute and unique. A few dead cockroaches found around, but sort of expected in a ground floor older place in central Texas. The management company leaves a lot to be desired. They inundate you with automated emails, pretending to be personalized and responsive. I didn't realize how far this was from town, and asked to be moved to one of their other properties. Was told that wasn't an option. Ok, fine. Then afterward I get mixed signals about whether they found an item I left. An email hinted at that, and of course they didn't respond to any of my inquiries via email. Called and they said asked a whole bunch of irrelevant questions then says ""We've located an item that matches your description"" then asks, ""which part of the house did you leave it in""? What? Did you find it or not? You have my mailing address and everything via email already. They asked me if I wanted expedited processing for an additional fee. It seems getting an expedient answer about whether an item is found is expedited service. Finally they confirmed they will mail it. It's been 20 days since I inquired. What a chore. What a sloppy operation. I should have stayed at a hotel.

"
83,https://www.homeaway.com/vacation-rental/p1026403vb#reviews,"Aug 21, 2018",5/5,Great!,"Rating Details:

The property manager was very helpful.

The vacation rental was very clean.

I was very happy with the location.

I was more than satisfied with the condition of the vacation rental.

Overall, I recommend this vacation rental.

Reviewer Comments:

My husband and I went here for a kid free romantic getaway. We loved the property! The only issue we did have is I wish they would've had coffee available for us, but the stay was great!

"
